domain	alnlen	evalue	bits
d1dova_.pdb	181	5.409e-24	1171.0
d1rzfl2.pdb	102	5.134e-20	906.0
d1y0ga_.pdb	169	1.012e-35	1582.0
d3dzza_.pdb	386	2.537e-86	3398.0
d1cuna2.pdb	104	1.423e-14	625.0
d1ipaa2.pdb	100	1.104e-22	824.0
d1pqsa_.pdb	77	1.472e-16	632.0
d1wlma1.pdb	138	4.91e-22	991.0
d2fxua2.pdb	225	1.008e-48	1885.0
d1o98a1.pdb	234	1.216e-54	2036.0
d2o57a1.pdb	282	1.184e-62	2461.0
d1xu2r_.pdb	36	1.227e-07	280.0
d1y9wa1.pdb	140	8.693e-30	1185.0
d1ecma_.pdb	91	2.764e-13	501.0
d1gpqa_.pdb	127	3.439e-26	1066.0
d1t0kb_.pdb	97	1.951e-22	778.0
d1wgfa_.pdb	90	3.156e-14	590.0
d1y55x_.pdb	120	3.926e-22	1036.0
d2wkxa1.pdb	82	1.346e-14	593.0
d3nyia_.pdb	293	2.41e-73	2520.0
d2qw7a1.pdb	96	5.897e-20	830.0
d1b35.1.pdb	57	3.073e-09	354.0
d1ckma1.pdb	89	1.905e-17	715.0
d2ogqa1.pdb	124	1.504e-23	1014.0
d3iq0a_.pdb	307	3.708e-70	2727.0
d3pnlb_.pdb	211	1.045e-35	1636.0
d1r71a_.pdb	114	4.149e-16	733.0
d1sxda_.pdb	91	2.74e-17	696.0
d1uzka1.pdb	43	3.564e-09	360.0
d1vp5a_.pdb	284	1.428e-58	2405.0
d1p9oa_.pdb	269	9.601e-59	2280.0
d1gska2.pdb	174	2.377e-36	1652.0
d1viga_.pdb	71	5.569e-15	592.0
d1kfsa1.pdb	195	2.518e-45	1680.0
d1zpda1.pdb	175	9.003e-39	1434.0
d1gsma1.pdb	90	5.798e-17	829.0
d1nd9a_.pdb	49	1.951e-09	360.0
d1qfha2.pdb	108	5.05e-21	954.0
d2az0a1.pdb	70	2.578e-11	416.0
d2cxxa1.pdb	184	7.643e-38	1422.0
d1hdma2.pdb	81	2.255e-16	684.0
d1pava_.pdb	78	2.849e-20	691.0
d1vl2a2.pdb	228	2.116e-47	1929.0
d1mv5a_.pdb	242	9.321e-54	2059.0
d3krua_.pdb	335	4.307e-70	2980.0
d1bb8a_.pdb	71	3.032e-15	581.0
d1ejea_.pdb	192	7.786e-42	1719.0
d1vq8n1.pdb	186	6.32e-40	1526.0
d3e5ua1.pdb	76	7.151e-15	594.0
d3op8a_.pdb	85	1.568e-16	729.0
d1foea1.pdb	206	2.401e-28	1423.0
d1uj6a1.pdb	151	1.166e-30	1294.0
d2o62a2.pdb	132	2.695e-25	1191.0
d1fuka_.pdb	157	7.581e-34	1275.0
d1wuua1.pdb	215	2.255e-48	1864.0
d1gg3a3.pdb	81	8.598e-18	677.0
d1j1va_.pdb	94	1.046e-13	654.0
d1mzba_.pdb	133	2.587e-27	1033.0
d1w9ea1.pdb	85	1.118e-18	756.0
d2d8ya1.pdb	35	9.021e-07	258.0
d2dawa1.pdb	141	7.926e-28	1107.0
d3kxsa_.pdb	140	5.457e-24	1038.0
d1dxya1.pdb	199	4.158e-42	1676.0
d2xy4a_.pdb	267	6.718e-57	2345.0
d2a19b_.pdb	264	7.634e-53	2234.0
d1gq6a_.pdb	295	4.3e-70	2644.0
d3i76a_.pdb	223	2.473e-47	1836.0
d1y7ea2.pdb	291	1.017e-65	2565.0
d1n67a1.pdb	141	4.848e-30	1321.0
d1wjua_.pdb	100	1.881e-20	751.0
d2dkta2.pdb	56	2.48e-12	454.0
d2eb4a_.pdb	261	3.209e-64	2397.0
d1l0wa3.pdb	356	2.795e-79	3115.0
d1tlta2.pdb	140	3.051e-31	1237.0
d2pnrc1.pdb	61	2.605e-11	471.0
d2vgha_.pdb	55	3.025e-11	419.0
d2vzsa1.pdb	110	6.717e-21	971.0
d1ek6a_.pdb	346	9.954e-81	3099.0
d1fltv_.pdb	95	2.186e-18	839.0
d1pdga_.pdb	87	7.547e-15	707.0
d1vq8e2.pdb	93	7.381e-19	791.0
d2bbva_.pdb	308	1.266e-68	2915.0
d1n93x_.pdb	335	1.356e-54	2661.0
d3ag3j_.pdb	58	7.545e-10	367.0
d3bn6a_.pdb	158	7.953e-35	1504.0
d1ev0a_.pdb	58	4.262e-10	404.0
d1jfxa_.pdb	217	1.471e-49	2000.0
d2b8ta2.pdb	67	4.642e-14	523.0
d2d2sa1.pdb	217	6.746e-30	1533.0
d1g8fa1.pdb	167	4.596e-40	1451.0
d1mnma_.pdb	85	5.528e-15	554.0
d1rcqa2.pdb	226	1.02e-51	1970.0
d1g31a_.pdb	107	1.102e-22	930.0
d1ut3a_.pdb	38	8.91e-08	309.0
d1utca1.pdb	25	0.0005575	154.0
d1utea_.pdb	302	1.924e-72	2805.0
d1udxa3.pdb	76	9.743e-16	599.0
d1vpsa_.pdb	285	2.125e-64	2696.0
d3i35a_.pdb	57	4.176e-11	482.0
d1ayaa_.pdb	101	3.488e-24	897.0
d1f60a3.pdb	239	2.257e-53	2010.0
d2gsva1.pdb	67	2.718e-10	432.0
d2qn6b1.pdb	89	1.127e-19	715.0
d1v77a_.pdb	202	8.41e-42	1711.0
d1e3oc2.pdb	75	7.575e-13	522.0
d1h0za_.pdb	68	4.823e-14	511.0
d1jb0a_.pdb	740	0.0	6064.0
d1ka1a_.pdb	354	6.162e-79	3168.0
d1agga_.pdb	48	6.605e-11	413.0
d1chka_.pdb	238	6.407e-42	1945.0
d1qhxa_.pdb	178	1.425e-40	1507.0
d3bb9a1.pdb	119	4.57e-23	955.0
d1m1xb5.pdb	43	7.45e-11	343.0
d1w6ka1.pdb	446	4.265e-81	3863.0
d1nvus_.pdb	469	5.683e-73	3789.0
d1iq8a3.pdb	77	8.089e-19	665.0
d1lfwa1.pdb	272	2.04e-59	2391.0
d2z1aa1.pdb	205	2.381e-49	1880.0
d1kqfb2.pdb	45	1.929e-07	249.0
d1ks9a2.pdb	167	2.542e-41	1549.0
d2evea1.pdb	148	9.681e-37	1298.0
d3hhtb_.pdb	227	6.714e-46	1840.0
d1kloa3.pdb	51	5.101e-13	422.0
d1vf8a2.pdb	70	1.029e-14	604.0
d1wuea2.pdb	126	7.186e-27	1055.0
d2g62a1.pdb	295	5.623e-50	2441.0
d1oh0a_.pdb	125	2.308e-29	1127.0
d1xu1r_.pdb	38	2.49e-08	294.0
d1y6ha_.pdb	177	3.032e-38	1513.0
d3h7ma_.pdb	228	4.718e-56	2012.0
d1ujva_.pdb	96	4.295e-19	802.0
d2bl5a1.pdb	134	8.579e-27	1039.0
d3ddoa_.pdb	240	5.093e-55	2119.0
d3eaaa_.pdb	162	1.039e-32	1493.0
d1n6za_.pdb	105	2.489e-22	839.0
d1uc6a_.pdb	109	2.796e-21	976.0
d2b0ha1.pdb	136	8.896e-19	940.0
d3bwha_.pdb	244	6.858e-54	2141.0
d1pvda1.pdb	169	7.1e-38	1414.0
d2v9la_.pdb	274	9.849e-59	2490.0
d1su1a_.pdb	184	3.279e-43	1668.0
d2o6ka1.pdb	70	1.657e-12	481.0
d2uxqa_.pdb	402	5.981e-93	3577.0
d2ajra_.pdb	320	1.597e-68	2827.0
d2bs2b2.pdb	106	3.905e-22	895.0
d2od0a1.pdb	103	1.699e-20	809.0
d3s8qa_.pdb	76	4.837e-11	513.0
d1fgja_.pdb	499	2.415e-81	4185.0
d2bskb1.pdb	65	6.254e-10	385.0
d2gvka1.pdb	309	9.56e-71	2731.0
d1t17a_.pdb	148	2.851e-29	1237.0
d2fa1a1.pdb	158	2.312e-31	1382.0
d1j4wa2.pdb	71	5.712e-14	559.0
d2wraa_.pdb	122	1.713e-24	1134.0
d1jkma_.pdb	358	1.04e-76	3165.0
d1qb5d_.pdb	99	1.313e-20	829.0
d1xkpc1.pdb	126	6.851e-23	965.0
d2slia1.pdb	196	1.676e-40	1803.0
d1sgma1.pdb	73	2.836e-11	498.0
d1uasa2.pdb	273	6.492e-62	2422.0
d1kf6d_.pdb	119	1.718e-18	830.0
d1q32a1.pdb	208	7.905e-49	1877.0
d2i0za1.pdb	251	4.401e-58	2245.0
d1yoea_.pdb	302	2.512e-69	2649.0
d1tlla2.pdb	175	1.01e-39	1495.0
d1dhna_.pdb	121	8.896e-27	1019.0
d1n62b1.pdb	141	1.679e-30	1157.0
d1wi9a_.pdb	72	7.013e-14	479.0
d1xd3a_.pdb	229	7.862e-50	1920.0
d1eu1a1.pdb	155	9.425e-36	1364.0
d1n08a_.pdb	154	2.092e-31	1328.0
d2aioa_.pdb	266	2.222e-61	2387.0
d1ei1a1.pdb	172	5.5e-40	1463.0
d1h6ga1.pdb	131	1.084e-17	868.0
d1n1fa_.pdb	153	4.015e-23	1128.0
d1wuda1.pdb	77	1.034e-12	520.0
d1x41a1.pdb	47	1.82e-08	355.0
d1zdna1.pdb	151	7.988e-32	1239.0
d3hgpa_.pdb	240	5.206e-52	2270.0
d1t0ya_.pdb	90	1.09e-19	788.0
d1zcca1.pdb	240	5.449e-54	2074.0
d1n1ba1.pdb	201	2.563e-29	1470.0
d1ydxa1.pdb	193	7.704e-41	1550.0
d3f04a_.pdb	136	7.075e-27	1227.0
d1ml4a1.pdb	150	2.748e-33	1191.0
d2d48a_.pdb	129	1.25e-20	931.0
d3mnga_.pdb	161	1.558e-38	1416.0
d1nw1a_.pdb	365	1.808e-64	3120.0
d1et9a2.pdb	109	6.666e-23	926.0
d1jmsa3.pdb	60	1.599e-11	420.0
d1jr1a4.pdb	74	6.68e-16	594.0
d1lt7a_.pdb	305	1.174e-66	2626.0
d1otka_.pdb	244	5.16e-39	1923.0
d1ztpa1.pdb	228	1.185e-50	1976.0
d1imva_.pdb	375	1.635e-87	3459.0
d1drua1.pdb	160	1.59e-34	1328.0
d1wf2a_.pdb	98	2.035e-21	779.0
d2cu3a1.pdb	63	3.237e-13	505.0
d2i76a1.pdb	103	7.218e-16	645.0
d2j82a_.pdb	221	8.588e-49	1950.0
d1ocya_.pdb	198	1.146e-43	1587.0
d1v88a_.pdb	130	4.589e-27	1165.0
d2o4ta1.pdb	90	1.758e-14	596.0
d1puja_.pdb	261	9.424e-56	2144.0
d1euwa_.pdb	136	6.671e-28	1215.0
d1rjja_.pdb	111	1.197e-24	878.0
d2e1fa_.pdb	94	1.902e-14	686.0
d2okma_.pdb	146	6.098e-31	1398.0
d1l2ha_.pdb	144	5.481e-28	1318.0
d1ykga1.pdb	146	7.609e-31	1185.0
d1d4va3.pdb	31	9.491e-06	231.0
d1d5ra2.pdb	174	1.564e-40	1488.0
d1wmda2.pdb	318	1.355e-81	2832.0
d1sbpa_.pdb	309	8.277e-72	2735.0
d1i3oe_.pdb	111	2.682e-24	919.0
d1jfla1.pdb	115	3.272e-25	909.0
d1uoya_.pdb	64	3.743e-15	561.0
d1v7mv_.pdb	145	1.639e-25	1132.0
d2rb8a_.pdb	93	5.526e-18	841.0
d1dxsa_.pdb	57	1.636e-10	437.0
d1esfa1.pdb	116	8.309e-26	994.0
d1lj9a_.pdb	144	1.834e-25	973.0
d1rp3a3.pdb	87	9.191e-14	566.0
d1jjcb4.pdb	104	1.631e-21	869.0
d1utca2.pdb	327	3.734e-61	3009.0
d1flei_.pdb	47	2.263e-10	394.0
d1fn9a_.pdb	365	4.046e-81	3290.0
d2fj6a1.pdb	74	5.269e-12	490.0
d2gtlm2.pdb	42	4.349e-09	309.0
d2gtvx1.pdb	93	1.59e-14	619.0
d2odma_.pdb	79	1.042e-11	497.0
d3d85d1.pdb	87	1.066e-18	789.0
d1ei5a1.pdb	82	1.027e-13	667.0
d2go8a1.pdb	89	2.652e-17	717.0
d3qq8b_.pdb	80	1.951e-18	707.0
d1gv9a_.pdb	223	4.27e-52	2207.0
d2bw0a2.pdb	203	1.768e-48	1811.0
d1m0ga_.pdb	30	5.508e-06	203.0
d1m0ka_.pdb	222	6.596e-34	1689.0
d2b5dx2.pdb	404	3.048e-88	3410.0
d1tu1a_.pdb	144	7.341e-28	1248.0
d2xcea_.pdb	129	1.059e-25	1137.0
d1jgsa_.pdb	138	8.776e-26	946.0
d1q25a1.pdb	123	3.481e-29	1152.0
d1wgla_.pdb	59	6.146e-10	388.0
d1wjva1.pdb	35	4.343e-06	247.0
d1ybha1.pdb	179	1.291e-41	1548.0
d1ca1a1.pdb	249	3.387e-38	2036.0
d1v25a_.pdb	491	0.0	4538.0
d2ahua2.pdb	273	3.716e-64	2493.0
d1np3a1.pdb	145	3.959e-22	971.0
d1ro5a_.pdb	197	2.714e-45	1726.0
d3favb_.pdb	72	2.011e-10	403.0
d1gjja1.pdb	50	2.105e-08	329.0
d1h1oa2.pdb	90	4.64e-19	727.0
d1iyra_.pdb	83	8.823e-13	544.0
d1ni5a1.pdb	227	2.933e-45	1801.0
d3isga_.pdb	249	1.235e-55	2177.0
d1yova_.pdb	529	2.887e-97	4551.0
d1aopa1.pdb	60	2.462e-12	468.0
d1dwka1.pdb	86	3.64e-15	637.0
d1hp1a2.pdb	328	2.91e-76	3015.0
d1dgsa1.pdb	181	1.526e-31	1441.0
d2iiaa_.pdb	89	1.793e-17	805.0
d3er9b_.pdb	445	5.273e-77	3795.0
d2zbla_.pdb	416	3.077e-79	3644.0
d1z2la1.pdb	293	3.931e-69	2652.0
d1klxa_.pdb	133	1.429e-20	1030.0
d1ugka_.pdb	138	6.293e-28	1244.0
d2wdqc_.pdb	121	3.459e-18	778.0
d1c4oa2.pdb	174	2.003e-37	1420.0
d2foka2.pdb	138	5.37e-27	1124.0
d3flga_.pdb	135	7.413e-29	1134.0
d1vq8l1.pdb	145	5.201e-31	1133.0
d2ca5a1.pdb	59	4.203e-08	293.0
d2d1pc1.pdb	95	7.049e-22	797.0
d3bt6a_.pdb	342	2.348e-72	3115.0
d1v5qa_.pdb	122	6.692e-24	970.0
d2cksa_.pdb	305	1.67e-72	2712.0
d1z0jb1.pdb	51	3.291e-07	290.0
d1zpda2.pdb	186	2.227e-40	1598.0
d1hdmb1.pdb	98	1.066e-19	900.0
d1rc9a1.pdb	164	2.059e-42	1456.0
d1ig0a1.pdb	96	2.668e-19	875.0
d1p91a_.pdb	268	5.473e-64	2406.0
d3hida_.pdb	424	2.588e-99	3715.0
d2i1sa1.pdb	178	2.533e-37	1582.0
d1jmsa4.pdb	205	4.519e-48	1801.0
d2ak4d1.pdb	114	7.485e-23	1032.0
d3e99a1.pdb	149	8.156e-29	1198.0
d1qz9a_.pdb	404	2.387e-85	3528.0
d1lrza2.pdb	165	5.52e-37	1378.0
d1vkka_.pdb	137	1.006e-31	1226.0
d1f1ma_.pdb	162	5.262e-23	1125.0
d1qpoa2.pdb	115	7.414e-25	938.0
d2a6sa_.pdb	83	3.26e-18	690.0
d2h30a_.pdb	151	8.017e-36	1333.0
d1ej5a_.pdb	107	2.714e-19	812.0
d1kzyc1.pdb	126	3.574e-30	1088.0
d1rfsa_.pdb	127	4.561e-26	1149.0
d1yuza2.pdb	36	1.007e-07	313.0
d2afba_.pdb	329	3.908e-76	2948.0
d2bs2a1.pdb	198	6.643e-39	1533.0
d1cf7a_.pdb	67	1.163e-11	431.0
d1elka_.pdb	153	1.051e-23	1166.0
d1t3ya_.pdb	131	8.502e-29	1108.0
d2evra1.pdb	74	2.014e-14	655.0
d2ve8a_.pdb	67	2.815e-13	497.0
d3prna_.pdb	289	3.296e-58	2600.0
d1pyfa_.pdb	311	2.686e-66	2639.0
d1pg5b2.pdb	56	2.268e-11	473.0
d1sr9a3.pdb	115	7.82e-24	1006.0
d1xkga1.pdb	297	2.598e-73	2674.0
d3clsd2.pdb	123	2.042e-27	1017.0
d1it2a_.pdb	146	6.834e-21	1017.0
d1s4ca1.pdb	138	1.783e-27	1171.0
d1x3pa1.pdb	54	4.615e-12	417.0
d1x44a1.pdb	90	7.652e-20	868.0
d2wmya_.pdb	143	1.126e-33	1211.0
d1pv9a2.pdb	221	3.722e-49	1926.0
d2p7ja2.pdb	172	6.014e-32	1341.0
d1kiya_.pdb	354	8.376e-48	2813.0
d3c8wa1.pdb	250	3.38e-50	2332.0
d3kfaa_.pdb	284	6.549e-57	2353.0
d1z9ta_.pdb	240	7.639e-60	2228.0
d3szaa_.pdb	447	6.368e-97	3894.0
d1j2ma_.pdb	99	1.287e-25	755.0
d1jjda_.pdb	52	1.535e-11	432.0
d1jkgb_.pdb	180	2.908e-41	1579.0
d1y14a_.pdb	133	1.794e-21	924.0
d2ewha1.pdb	92	1.073e-19	782.0
d3doda_.pdb	417	1.489e-84	3636.0
d1eg5a_.pdb	364	2.623e-77	3115.0
d1oyza_.pdb	273	2.948e-35	1950.0
d3ivza_.pdb	261	2.443e-60	2324.0
d1xfda2.pdb	258	2.329e-60	2287.0
d1pfva3.pdb	35	3.011e-08	292.0
d1ppjb1.pdb	219	1.108e-48	1878.0
d2dw4a1.pdb	102	3.95e-18	803.0
d2pppa_.pdb	107	2.26e-22	989.0
d1gsha2.pdb	174	1.042e-37	1485.0
d1vkra_.pdb	97	6.268e-21	772.0
d2ecba1.pdb	76	1.952e-12	489.0
d1omca_.pdb	27	2.491e-05	202.0
d1omwa2.pdb	113	8.396e-22	946.0
d2a1ja1.pdb	62	6.72e-11	435.0
d2amha1.pdb	195	1.637e-45	1681.0
d1dgsa2.pdb	86	1.491e-16	748.0
d1ohpa_.pdb	125	1.094e-26	1086.0
d1y1la_.pdb	124	4.017e-27	1045.0
d2rb4a_.pdb	164	5.828e-35	1344.0
d1m5ya1.pdb	173	3.824e-29	1166.0
d1tubb2.pdb	184	3.257e-41	1591.0
d1r3ea2.pdb	228	1.115e-51	2044.0
d2omza2.pdb	384	4.983e-68	3299.0
d1ttwa_.pdb	118	2.906e-23	963.0
d2dt5a1.pdb	74	5.602e-13	542.0
d2p62a1.pdb	241	3.279e-50	2009.0
d1woca_.pdb	99	1.342e-19	926.0
d2hhva2.pdb	408	3.318e-73	3377.0
d1zswa1.pdb	144	5.203e-33	1245.0
d1b34b_.pdb	74	2.596e-14	634.0
d1gg4a4.pdb	206	1.225e-47	1797.0
d1m1la_.pdb	236	3.094e-59	2142.0
d2aa4a1.pdb	119	3.473e-27	1020.0
d3k6ea_.pdb	145	1.706e-31	1130.0
d1nf9a_.pdb	207	4.181e-46	1837.0
d2nn6c1.pdb	181	4.852e-40	1576.0
d1eq2a_.pdb	273	6.918e-61	2295.0
d3d31c1.pdb	248	5.825e-34	1818.0
d1p1ja1.pdb	410	6.436e-86	3670.0
d2efja_.pdb	348	5.399e-76	3004.0
d3b7sa1.pdb	150	1.436e-22	1140.0
d1llfa_.pdb	534	0.0	4948.0
d1muga_.pdb	165	2.563e-39	1459.0
d2qqia1.pdb	156	1.114e-32	1420.0
d1h3na2.pdb	192	1.597e-43	1666.0
d1vqza2.pdb	241	7.071e-55	2065.0
d1eqfa2.pdb	128	2.324e-23	954.0
d1nuia1.pdb	192	3.601e-47	1736.0
d2u2fa_.pdb	85	8.575e-19	725.0
d3reta_.pdb	97	1.464e-15	614.0
d1aola_.pdb	228	1.789e-56	2172.0
d1fjca_.pdb	96	5.601e-20	764.0
d1no8a_.pdb	78	5.166e-17	664.0
d1wk0a_.pdb	137	7.244e-27	1180.0
d3by5a1.pdb	123	3.539e-27	984.0
d1gxya_.pdb	223	3.336e-50	1961.0
d1ulia2.pdb	270	4.51e-60	2449.0
d1c99a_.pdb	79	3.985e-11	486.0
d1f5va_.pdb	240	5.983e-51	1985.0
d2b1ea_.pdb	532	4.609e-67	4073.0
d1x61a1.pdb	27	0.0002939	181.0
d2hs5a1.pdb	69	3.06e-13	488.0
d2v89a_.pdb	78	1.949e-17	639.0
d2x97a_.pdb	598	3.054e-92	4999.0
d3bema_.pdb	207	3.988e-40	1641.0
d1pbyc_.pdb	79	9.552e-17	611.0
d1pcfa_.pdb	66	3.8e-12	515.0
d1w94a1.pdb	154	9.168e-36	1405.0
d3boea_.pdb	209	2.143e-50	1853.0
d1pq9a_.pdb	232	6.212e-34	1769.0
d2puya_.pdb	59	2.623e-12	458.0
d1kf6b1.pdb	138	2.411e-22	1091.0
d1q7ea_.pdb	410	8.431e-91	3508.0
d1jeqa1.pdb	51	1.496e-08	327.0
d1jmab1.pdb	56	3.187e-12	489.0
d1no7a_.pdb	542	5.301e-103	4835.0
d1biha1.pdb	94	2.114e-19	874.0
d1nj8a1.pdb	126	2.295e-27	993.0
d1uuja_.pdb	76	1.002e-10	426.0
d1wfia_.pdb	131	8.155e-24	1054.0
d2nsza1.pdb	129	7.556e-19	931.0
d1w2za3.pdb	108	5.814e-24	909.0
d2f5va1.pdb	379	5.712e-86	3340.0
d1sg7a1.pdb	75	9.395e-14	543.0
d1wfea_.pdb	86	2.033e-16	587.0
d1x2ga2.pdb	240	3.734e-55	2119.0
d1m94a_.pdb	73	4.15e-17	646.0
d1rypd_.pdb	241	4.318e-53	2047.0
d1a04a2.pdb	138	5.212e-30	1131.0
d1wb1a3.pdb	116	1.311e-21	1009.0
d2nqra1.pdb	83	3.407e-18	736.0
d1dp7p_.pdb	76	8.135e-16	602.0
d1i9ga_.pdb	264	3.237e-61	2392.0
d2q8re_.pdb	66	1.233e-13	529.0
d3kana_.pdb	117	7.686e-27	1005.0
d1gxja_.pdb	161	4.854e-36	1325.0
d1saza2.pdb	203	3.366e-42	1571.0
d2hy5b1.pdb	132	1.469e-30	1130.0
d1ju2a2.pdb	170	1.096e-36	1495.0
d1wdya_.pdb	285	1.392e-45	2251.0
d1cvja2.pdb	89	7e-22	755.0
d3riya_.pdb	272	2.899e-62	2389.0
d1ujda_.pdb	117	1.749e-22	984.0
d2iu5a1.pdb	71	1.649e-12	504.0
d2nlsa_.pdb	36	4.4e-08	301.0
d2nn6d1.pdb	116	5.294e-27	1011.0
d1dx5i1.pdb	43	2.684e-09	367.0
d1efpa1.pdb	183	3.484e-40	1573.0
d1vlia1.pdb	72	5.265e-16	609.0
d1wdka3.pdb	186	4.173e-41	1655.0
d1m7ja3.pdb	358	2.191e-77	3147.0
d3ubya_.pdb	204	3.231e-47	1840.0
d1r0ri_.pdb	51	1.58e-11	425.0
d1rutx1.pdb	30	5.453e-06	245.0
d1seda_.pdb	112	3.969e-17	753.0
d1vl6a1.pdb	222	1.798e-46	1878.0
d1f3ua_.pdb	118	9.267e-27	1014.0
d1okkd2.pdb	207	1.099e-44	1738.0
d1hsta_.pdb	74	4.985e-15	565.0
d1koha1.pdb	162	9.49e-35	1351.0
d1rypj_.pdb	204	6.305e-45	1798.0
d2q43a1.pdb	273	1.806e-63	2471.0
d1tuaa2.pdb	104	5.732e-20	800.0
d2c9wa2.pdb	103	1.406e-20	822.0
d2q5za_.pdb	93	1.209e-14	630.0
d12asa_.pdb	327	4e-73	2924.0
d2hqsa1.pdb	269	1.03e-55	2592.0
d1jjcb5.pdb	207	2.908e-45	1802.0
d2oula_.pdb	241	8.095e-58	2190.0
d1k94a_.pdb	165	6.502e-30	1267.0
d1vmia_.pdb	329	5.107e-73	2848.0
d1c6wa_.pdb	33	8.381e-08	272.0
d1clia1.pdb	166	5.441e-38	1442.0
d1t6ja_.pdb	647	8.933e-95	5270.0
d2ak5a_.pdb	60	1.662e-11	521.0
d2fn0a1.pdb	408	9.842e-90	3686.0
d1ywsa1.pdb	82	6.825e-20	702.0
d2izva1.pdb	44	5.058e-08	298.0
d2izva2.pdb	112	1.412e-26	983.0
d3dv3a_.pdb	288	4.824e-58	2459.0
d1vjra_.pdb	261	5.838e-58	2223.0
d3c8da1.pdb	136	4.963e-29	1230.0
d1j5pa3.pdb	103	1.689e-24	894.0
d1r6da_.pdb	322	5.119e-72	2846.0
d1ogad2.pdb	84	6.601e-15	688.0
d1vjna_.pdb	194	2.301e-42	1830.0
d3ilwa_.pdb	464	9.17e-88	3937.0
d1c0ma1.pdb	53	4.213e-11	490.0
d1g47a1.pdb	35	2.954e-06	252.0
d1ghja_.pdb	79	1.051e-16	655.0
d1m7va_.pdb	361	9.376e-78	3167.0
d2axtt1.pdb	30	0.0006326	143.0
d2axwa1.pdb	121	1.825e-23	1102.0
d3pt8a_.pdb	151	3.252e-22	1097.0
d1jtdb_.pdb	273	5.731e-57	2598.0
d1xwva_.pdb	129	3.259e-27	1228.0
d3bmva1.pdb	83	1.431e-15	698.0
d1de4c3.pdb	294	5.617e-67	2603.0
d2yrka1.pdb	48	3.695e-11	342.0
d2yvla_.pdb	247	1.885e-57	2208.0
d1wjja_.pdb	145	3.961e-27	1193.0
d1hyha1.pdb	139	9.415e-30	1133.0
d2fzta1.pdb	78	2.586e-10	372.0
d2hpua1.pdb	126	5.388e-27	1067.0
d2p0ma2.pdb	111	1.276e-21	1007.0
d1boua_.pdb	132	2.555e-22	952.0
d1gh6a_.pdb	114	1.201e-20	819.0
d1k8wa3.pdb	62	4.038e-14	542.0
d1o7qa_.pdb	287	5.306e-68	2583.0
d2jbwa1.pdb	359	4.991e-74	3131.0
d2mnra2.pdb	130	1.822e-26	1060.0
d1sb8a_.pdb	341	1.625e-76	3033.0
d1r1ma_.pdb	140	2.415e-31	1131.0
d2anea1.pdb	110	2.82e-23	987.0
d1ceoa_.pdb	332	1.283e-74	2837.0
d2zfia_.pdb	329	1.175e-79	2968.0
d2be3a1.pdb	203	1.173e-40	1549.0
d3oe2a_.pdb	133	1.725e-29	1198.0
d1ryba_.pdb	186	8.9e-45	1642.0
d1cjya2.pdb	504	8.648e-95	4432.0
d2x4ka_.pdb	62	1.625e-12	447.0
d2cfxa2.pdb	77	6.027e-15	607.0
d2o6pa1.pdb	122	5.471e-24	1102.0
d1hlqa_.pdb	75	2.125e-17	618.0
d1hyea2.pdb	162	4.199e-36	1350.0
d1rkta1.pdb	81	2.575e-13	508.0
d1tbfa_.pdb	326	4.296e-45	2552.0
d1g8ka1.pdb	143	6.975e-35	1313.0
d1lwha2.pdb	391	1.056e-88	3498.0
d1p8ba_.pdb	37	1.469e-07	299.0
d1r1fa_.pdb	37	4.839e-08	315.0
d1qcsa1.pdb	86	3.004e-18	759.0
d1vlga_.pdb	164	7.77e-24	1148.0
d2i53a2.pdb	110	2.582e-18	827.0
d3ntxa_.pdb	331	1.576e-75	2876.0
d2p45b_.pdb	121	3.853e-25	1132.0
d1g86a_.pdb	141	2.471e-29	1360.0
d1ykia_.pdb	216	1.858e-41	1742.0
d1dbqa_.pdb	276	6.805e-59	2324.0
d1adua2.pdb	79	1.281e-16	622.0
d1cx4a2.pdb	139	9.746e-31	1205.0
d2bkra_.pdb	211	2.135e-46	1835.0
d1h16a_.pdb	759	0.0	6738.0
d1t98a1.pdb	103	1.686e-18	726.0
d2al6a1.pdb	123	8.912e-19	875.0
d2hq2a1.pdb	330	1.033e-71	3002.0
d1vlpa1.pdb	149	2.324e-29	1181.0
d2q4ma1.pdb	162	2.358e-32	1477.0
d1jlva2.pdb	84	4.043e-17	662.0
d1pmia_.pdb	440	2.273e-95	3995.0
d1k3sa_.pdb	109	6.298e-21	843.0
d2gf4a1.pdb	89	4.741e-14	556.0
d2xrwa_.pdb	349	2.646e-67	3011.0
d2d1ha1.pdb	102	5.518e-18	705.0
d2veaa3.pdb	117	3.22e-23	987.0
d1g66a_.pdb	207	2.155e-47	1802.0
d1un8a4.pdb	335	1.088e-79	3014.0
d1tafa_.pdb	68	1.229e-10	413.0
d1tuaa1.pdb	84	1.729e-17	688.0
d2akab1.pdb	299	1.158e-68	2628.0
d1sqwa1.pdb	76	1.069e-18	683.0
d3ezwa1.pdb	251	1.741e-63	2257.0
d1pvda3.pdb	196	9.84e-43	1623.0
d3arcd_.pdb	342	9.504e-55	2762.0
d1pgja1.pdb	300	6.239e-47	2317.0
d2vgna2.pdb	133	5.393e-29	1067.0
d1pd3a_.pdb	54	6e-08	306.0
d1qdma1.pdb	77	2.044e-11	492.0
d1ryia2.pdb	88	4.369e-17	770.0
